User Input File,Simulation Variable,Simulation Sub Variable,Simulation Sub Variable2,Value Type,Operator,Value,UOM,Start Month,End Month
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+24_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+25_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+26_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+27_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+28_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+29_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+30_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+31_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+32_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+33_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+34_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+35_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+36_TOP LN,,,,,,USD/Ton,,
op_G_GSM_input_wobbie_index_constraint,East WI,,,,,,,,
op_G_GSM_input_wobbie_index_constraint,West WI,,,,,,,,
