User Input File,Simulation Variable,Simulation Sub Variable,Simulation Sub Variable2,Value Type,Operator,Value,UOM,Start Month,End Month
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+9_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+10_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+11_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+12_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+13_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+14_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+15_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+16_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+17_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+18_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+19_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+20_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+21_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import LN C,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import LN D,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import LN E,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_Import Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+22_TOP LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Domestic LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GC LPG ARO,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GC LPG REF,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GSP Ethane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GSP LPG,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GSP NGL,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_GSP Propane,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_IRPC LN,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import Ethylene,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import LN A,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import LN B,,,,,,USD/Ton,,
op_E_GC_input_olefin_processing_cost_per_feedstock,Month M+23_Import LN C,,,,,,USD/Ton,,
